trade_id,timestamp,arbitrage_type,net_profit_per_share,trade_size,total_net_profit,fees_paid,market_a,platform_a,side_a,avg_price_a,market_b,platform_b,side_b,avg_price_b,,,volume,net_profit_per_share,total net,avg_profit per share
192,2025-07-06T01:35:50.649307+00:00,same_outcome,0.1473,11,1.62,0.14,Houston vs Los Angeles (LAD),Polymarket,BUY,0.06,Houston vs Los Angeles (LAD),Kalshi,SELL,0.22,,,11,0.1473,1.62,0.147272727
442,2025-07-06T02:15:49.991615+00:00,same_outcome,0.1269,89.84,11.4,1.18,San Francisco vs Oakland (SF),Polymarket,BUY,0.61,San Francisco vs Oakland (SF),Kalshi,SELL,0.75,,,100.84,0.1269,13.02,0.12911543
120,2025-07-06T01:25:36.967636+00:00,same_outcome,0.1227,155.05,19.02,2.69,Houston vs Los Angeles (LAD),Polymarket,BUY,0.41,Houston vs Los Angeles (LAD),Kalshi,SELL,0.55,,,255.89,0.1227,32.04,0.125210051
194,2025-07-06T01:35:50.649943+00:00,same_outcome,0.119,10,1.19,0.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,265.89,0.119,33.23,0.124976494
193,2025-07-06T01:35:50.649943+00:00,same_outcome,0.1187,15,1.78,0.17,Houston vs Los Angeles (LAD),Polymarket,BUY,0.06,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,280.89,0.1187,35.01,0.124639539
373,2025-07-06T02:03:19.355195+00:00,same_outcome,0.1187,62,7.36,0.7,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,342.89,0.1187,42.37,0.123567325
371,2025-07-06T02:03:19.292274+00:00,same_outcome,0.1092,191,20.86,2.06,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,533.89,0.1092,63.23,0.118432636
205,2025-07-06T01:35:51.557589+00:00,same_outcome,0.109,10,1.09,0.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,543.89,0.109,64.32,0.118259207
443,2025-07-06T02:15:49.991957+00:00,same_outcome,0.1067,12,1.28,0.16,San Francisco vs Oakland (SF),Polymarket,BUY,0.63,San Francisco vs Oakland (SF),Kalshi,SELL,0.75,,,555.89,0.1067,65.6,0.118008959
207,2025-07-06T01:35:54.032970+00:00,same_outcome,0.105,2,0.21,0.03,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,557.89,0.105,65.81,0.117962322
27,2025-07-06T00:38:32.870628+00:00,same_outcome,0.1026,836.69,85.81,14.59,Detroit vs Cleveland (CLE),Polymarket,BUY,0.35,Detroit vs Cleveland (CLE),Kalshi,SELL,0.47,,,1394.58,0.1026,151.62,0.108720905
195,2025-07-06T01:35:50.650419+00:00,same_outcome,0.1001,82.9,8.3,0.82,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,1477.48,0.1001,159.92,0.108238352
208,2025-07-06T01:35:54.453498+00:00,same_outcome,0.1001,459.02,45.95,4.54,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,1936.5,0.1001,205.87,0.106310354
210,2025-07-06T01:35:54.656872+00:00,same_outcome,0.1001,440.98,44.15,4.36,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,2377.48,0.1001,250.02,0.105161768
374,2025-07-06T02:03:19.391187+00:00,same_outcome,0.0997,201,20.03,2.08,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.18,,,2578.48,0.0997,270.05,0.104732245
356,2025-07-06T02:03:14.349926+00:00,same_outcome,0.095,2,0.19,0.03,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.18,,,2580.48,0.095,270.24,0.104724702
135,2025-07-06T01:26:04.906115+00:00,same_outcome,0.0935,304.15,28.44,5.02,Houston vs Los Angeles (LAD),Kalshi,BUY,0.38,Houston vs Los Angeles (LAD),Polymarket,SELL,0.49,,,2884.63,0.0935,298.68,0.103541875
137,2025-07-06T01:26:04.946836+00:00,same_outcome,0.0935,142.86,13.35,2.36,Houston vs Los Angeles (LAD),Kalshi,BUY,0.38,Houston vs Los Angeles (LAD),Polymarket,SELL,0.49,,,3027.49,0.0935,312.03,0.103065576
139,2025-07-06T01:26:04.984668+00:00,same_outcome,0.0935,142.86,13.35,2.36,Houston vs Los Angeles (HOU),Polymarket,BUY,0.51,Houston vs Los Angeles (HOU),Kalshi,SELL,0.62,,,3170.35,0.0935,325.38,0.102632201
22,2025-07-06T00:34:17.782176+00:00,same_outcome,0.0933,12,1.12,0.2,Houston vs Los Angeles (LAD),Polymarket,BUY,0.27,Houston vs Los Angeles (LAD),Kalshi,SELL,0.38,,,3182.35,0.0933,326.5,0.102597137
165,2025-07-06T01:31:02.818196+00:00,same_outcome,0.0932,804,74.93,13.51,Houston vs Los Angeles (LAD),Polymarket,BUY,0.29,Houston vs Los Angeles (LAD),Kalshi,SELL,0.4,,,3986.35,0.0932,401.43,0.100701143
166,2025-07-06T01:31:03.033211+00:00,same_outcome,0.0932,1392,129.73,23.39,Houston vs Los Angeles (HOU),Kalshi,BUY,0.6,Houston vs Los Angeles (HOU),Polymarket,SELL,0.71,,,5378.35,0.0932,531.16,0.098758913
121,2025-07-06T01:25:36.967998+00:00,same_outcome,0.0927,1057.95,98.04,18.33,Houston vs Los Angeles (LAD),Polymarket,BUY,0.44,Houston vs Los Angeles (LAD),Kalshi,SELL,0.55,,,6436.3,0.0927,629.2,0.097758029
123,2025-07-06T01:25:37.105632+00:00,same_outcome,0.0927,1390,128.81,24.09,Houston vs Los Angeles (HOU),Kalshi,BUY,0.45,Houston vs Los Angeles (HOU),Polymarket,SELL,0.56,,,7826.3,0.0927,758.01,0.096854197
212,2025-07-06T01:35:55.031453+00:00,same_outcome,0.0906,941.04,85.24,8.86,Houston vs Los Angeles (LAD),Polymarket,BUY,0.06,Houston vs Los Angeles (LAD),Kalshi,SELL,0.16,,,8767.34,0.0906,843.25,0.096180826
211,2025-07-06T01:35:54.657178+00:00,same_outcome,0.0905,100,9.05,0.95,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,8867.34,0.0905,852.3,0.096116761
376,2025-07-06T02:03:19.409004+00:00,same_outcome,0.0901,201,18.11,1.99,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,9068.34,0.0901,870.41,0.095983388
377,2025-07-06T02:03:19.430337+00:00,same_outcome,0.0901,386,34.78,3.82,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,9454.34,0.0901,905.19,0.095743331
204,2025-07-06T01:35:51.453889+00:00,same_outcome,0.09,12,1.08,0.12,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,9466.34,0.09,906.27,0.09573605
355,2025-07-06T02:03:14.301230+00:00,same_outcome,0.09,7,0.63,0.07,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,9473.34,0.09,906.9,0.095731812
372,2025-07-06T02:03:19.352859+00:00,same_outcome,0.09,62,5.58,0.62,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,9535.34,0.09,912.48,0.095694543
378,2025-07-06T02:03:19.471080+00:00,same_outcome,0.09,7,0.63,0.07,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,9542.34,0.09,913.11,0.095690365
17,2025-07-06T00:34:15.304754+00:00,same_outcome,0.083,10,0.83,0.17,Houston vs Los Angeles (HOU),Kalshi,BUY,0.63,Houston vs Los Angeles (HOU),Polymarket,SELL,0.73,,,9552.34,0.083,913.94,0.09567708
18,2025-07-06T00:34:15.362693+00:00,same_outcome,0.083,10,0.83,0.17,Houston vs Los Angeles (LAD),Polymarket,BUY,0.27,Houston vs Los Angeles (LAD),Kalshi,SELL,0.37,,,9562.34,0.083,914.77,0.095663823
213,2025-07-06T01:35:55.054000+00:00,same_outcome,0.0811,589.04,47.75,5.26,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,10151.38,0.0811,962.52,0.094816665
196,2025-07-06T01:35:50.650419+00:00,same_outcome,0.081,101,8.18,0.91,Houston vs Los Angeles (LAD),Polymarket,BUY,0.06,Houston vs Los Angeles (LAD),Kalshi,SELL,0.15,,,10252.38,0.081,970.7,0.094680455
206,2025-07-06T01:35:51.561861+00:00,same_outcome,0.0808,12,0.97,0.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,10264.38,0.0808,971.67,0.094664266
362,2025-07-06T02:03:15.770172+00:00,same_outcome,0.0806,299,24.09,2.82,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,10563.38,0.0806,995.76,0.094265283
363,2025-07-06T02:03:15.771174+00:00,same_outcome,0.0806,386,31.1,3.64,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,10949.38,0.0806,1026.86,0.093782479
375,2025-07-06T02:03:19.391587+00:00,same_outcome,0.0805,100,8.05,0.95,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,11049.38,0.0805,1034.91,0.093662269
21,2025-07-06T00:34:17.644461+00:00,same_outcome,0.08,2,0.16,0.04,Houston vs Los Angeles (LAD),Polymarket,BUY,0.27,Houston vs Los Angeles (LAD),Kalshi,SELL,0.37,,,11051.38,0.08,1035.07,0.093659796
197,2025-07-06T01:35:50.650842+00:00,same_outcome,0.08,1,0.08,0.01,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,11052.38,0.08,1035.15,0.09365856
364,2025-07-06T02:03:15.892433+00:00,same_outcome,0.08,5,0.4,0.05,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,11057.38,0.08,1035.55,0.093652384
368,2025-07-06T02:03:17.710009+00:00,same_outcome,0.08,1,0.08,0.01,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,11058.38,0.08,1035.63,0.09365115
480,2025-07-06T02:25:21.643346+00:00,same_outcome,0.074,5,0.37,0.08,Chicago vs Colorado (COL),Polymarket,BUY,0.21,Chicago vs Colorado (COL),Kalshi,SELL,0.3,,,11063.38,0.074,1036,0.093642268
12,2025-07-06T00:34:10.045089+00:00,same_outcome,0.0739,889,65.67,14.34,Houston vs Los Angeles (LAD),Polymarket,BUY,0.27,Houston vs Los Angeles (LAD),Kalshi,SELL,0.36,,,11952.38,0.0739,1101.67,0.092171601
20,2025-07-06T00:34:16.948625+00:00,same_outcome,0.0738,250,18.46,4.04,Houston vs Los Angeles (LAD),Polymarket,BUY,0.27,Houston vs Los Angeles (LAD),Kalshi,SELL,0.36,,,12202.38,0.0738,1120.13,0.091796027
167,2025-07-06T01:31:03.086890+00:00,same_outcome,0.0732,31,2.27,0.52,Houston vs Los Angeles (HOU),Kalshi,BUY,0.62,Houston vs Los Angeles (HOU),Polymarket,SELL,0.71,,,12233.38,0.0732,1122.4,0.091748969
28,2025-07-06T00:38:32.890884+00:00,same_outcome,0.0724,50,3.62,0.88,Detroit vs Cleveland (CLE),Polymarket,BUY,0.38,Detroit vs Cleveland (CLE),Kalshi,SELL,0.47,,,12283.38,0.0724,1126.02,0.091670208
198,2025-07-06T01:35:50.650842+00:00,same_outcome,0.0715,100,7.15,0.85,Houston vs Los Angeles (LAD),Polymarket,BUY,0.06,Houston vs Los Angeles (LAD),Kalshi,SELL,0.14,,,12383.38,0.0715,1133.17,0.091507327
365,2025-07-06T02:03:17.410736+00:00,same_outcome,0.071,100,7.1,0.9,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,12483.38,0.071,1140.27,0.09134305
367,2025-07-06T02:03:17.591375+00:00,same_outcome,0.071,100,7.1,0.9,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,12583.38,0.071,1147.37,0.091181384
382,2025-07-06T02:03:19.490776+00:00,same_outcome,0.071,100,7.1,0.9,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,12683.38,0.071,1154.47,0.091022267
157,2025-07-06T01:31:01.702726+00:00,same_outcome,0.07,1,0.07,0.02,Houston vs Los Angeles (HOU),Kalshi,BUY,0.71,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,12684.38,0.07,1154.54,0.09102061
383,2025-07-06T02:03:19.550752+00:00,same_outcome,0.068,10,0.68,0.12,Houston vs Los Angeles (LAD),Polymarket,BUY,0.12,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,12694.38,0.068,1155.22,0.091002475
386,2025-07-06T02:03:19.572254+00:00,same_outcome,0.068,10,0.68,0.12,Houston vs Los Angeles (LAD),Polymarket,BUY,0.12,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,12704.38,0.068,1155.9,0.090984369
11,2025-07-06T00:34:08.766304+00:00,same_outcome,0.064,110,7.04,1.76,Houston vs Los Angeles (LAD),Polymarket,BUY,0.27,Houston vs Los Angeles (LAD),Kalshi,SELL,0.35,,,12814.38,0.064,1162.94,0.090752732
29,2025-07-06T00:38:32.931208+00:00,same_outcome,0.0625,170,10.63,2.97,Detroit vs Cleveland (CLE),Polymarket,BUY,0.39,Detroit vs Cleveland (CLE),Kalshi,SELL,0.47,,,12984.38,0.0625,1173.57,0.090383214
33,2025-07-06T00:38:33.070254+00:00,same_outcome,0.0625,8,0.5,0.14,Detroit vs Cleveland (DET),Kalshi,BUY,0.57,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,12992.38,0.0625,1174.07,0.090366045
199,2025-07-06T01:35:50.938901+00:00,same_outcome,0.062,10,0.62,0.08,Houston vs Los Angeles (LAD),Polymarket,BUY,0.06,Houston vs Los Angeles (LAD),Kalshi,SELL,0.13,,,13002.38,0.062,1174.69,0.090344229
200,2025-07-06T01:35:50.938901+00:00,same_outcome,0.062,15,0.93,0.12,Houston vs Los Angeles (HOU),Kalshi,BUY,0.87,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,13017.38,0.062,1175.62,0.090311568
366,2025-07-06T02:03:17.412104+00:00,same_outcome,0.0615,100,6.15,0.85,Houston vs Los Angeles (HOU),Kalshi,BUY,0.86,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,13117.38,0.0615,1181.77,0.090091924
406,2025-07-06T02:05:54.639720+00:00,same_outcome,0.06,1,0.06,0.02,Texas vs San Diego (TEX),Polymarket,BUY,0.44,Texas vs San Diego (TEX),Kalshi,SELL,0.52,,,13118.38,0.06,1181.83,0.09008963
256,2025-07-06T01:43:29.670056+00:00,same_outcome,0.0592,586.92,34.75,6.33,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.88,,,13705.3,0.0592,1216.58,0.088767119
258,2025-07-06T01:43:29.730765+00:00,same_outcome,0.0592,586.92,34.75,6.33,Houston vs Los Angeles (LAD),Polymarket,BUY,0.12,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,14292.22,0.0592,1251.33,0.087553228
560,2025-07-06T03:03:05.149500+00:00,same_outcome,0.0568,74,4.2,0.98,Chicago vs Colorado (COL),Polymarket,BUY,0.18,Chicago vs Colorado (COL),Kalshi,SELL,0.25,,,14366.22,0.0568,1255.53,0.087394596
13,2025-07-06T00:34:10.103100+00:00,same_outcome,0.0539,549,29.57,8.86,Houston vs Los Angeles (LAD),Polymarket,BUY,0.29,Houston vs Los Angeles (LAD),Kalshi,SELL,0.36,,,14915.22,0.0539,1285.1,0.086160311
14,2025-07-06T00:34:10.184396+00:00,same_outcome,0.0539,889,47.89,14.34,Houston vs Los Angeles (HOU),Kalshi,BUY,0.64,Houston vs Los Angeles (HOU),Polymarket,SELL,0.71,,,15804.22,0.0539,1332.99,0.084343928
30,2025-07-06T00:38:32.931749+00:00,same_outcome,0.0525,87.51,4.6,1.53,Detroit vs Cleveland (CLE),Polymarket,BUY,0.4,Detroit vs Cleveland (CLE),Kalshi,SELL,0.47,,,15891.73,0.0525,1337.59,0.084168936
125,2025-07-06T01:25:38.673883+00:00,same_outcome,0.0525,140.05,7.35,2.45,Houston vs Los Angeles (LAD),Polymarket,BUY,0.41,Houston vs Los Angeles (LAD),Kalshi,SELL,0.48,,,16031.78,0.0525,1344.94,0.083892119
126,2025-07-06T01:25:38.674437+00:00,same_outcome,0.0525,140.05,7.35,2.45,Houston vs Los Angeles (HOU),Kalshi,BUY,0.52,Houston vs Los Angeles (HOU),Polymarket,SELL,0.59,,,16171.83,0.0525,1352.29,0.083620097
127,2025-07-06T01:25:38.777685+00:00,same_outcome,0.0525,90.05,4.72,1.58,Houston vs Los Angeles (HOU),Kalshi,BUY,0.52,Houston vs Los Angeles (HOU),Polymarket,SELL,0.59,,,16261.88,0.0525,1357.01,0.083447301
128,2025-07-06T01:25:38.778536+00:00,same_outcome,0.0525,90.05,4.72,1.58,Houston vs Los Angeles (LAD),Polymarket,BUY,0.41,Houston vs Los Angeles (LAD),Kalshi,SELL,0.48,,,16351.93,0.0525,1361.73,0.083276408
381,2025-07-06T02:03:19.473989+00:00,same_outcome,0.052,100,5.2,0.8,Houston vs Los Angeles (HOU),Kalshi,BUY,0.87,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,16451.93,0.052,1366.93,0.083086301
257,2025-07-06T01:43:29.670443+00:00,same_outcome,0.0492,1069.08,52.62,11.52,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.87,,,17521.01,0.0492,1419.55,0.081019873
259,2025-07-06T01:43:29.731306+00:00,same_outcome,0.0492,823.08,40.51,8.87,Houston vs Los Angeles (LAD),Polymarket,BUY,0.13,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,18344.09,0.0492,1460.06,0.079592937
